lat,lon
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5296213,9.2012849
45.5232581,9.1842212
45.5073509,9.1277583
45.5073509,9.1277583
45.5289223,9.2014895
45.56222289999999,9.1985282
45.5073509,9.1277583
45.4971813,9.2019931
45.5043483,9.1975741
45.5202428,9.1702298
45.5171041,9.1728799
45.52064799999999,9.1782033
45.5096281,9.1703541
45.5073509,9.1277583
45.5073509,9.1277583
45.52111,9.20104
45.5124887,9.1824116
45.5148513,9.1938418
45.51433309999999,9.1761285
45.5073509,9.1277583
45.5157727,9.1647027
45.51651769999999,9.1766506
45.5176717,9.1738984
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5134339,9.183801
45.5136609,9.1132125
45.51359249999999,9.1668292
45.520272,9.135336
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5161319,9.1473296
45.5145956,9.33857
45.5073509,9.1277583
45.5134907,9.1345023
45.5073509,9.1277583
45.538309,9.2071641
45.5207027,9.1344628
45.5073509,9.1277583
45.5136143,9.1365486
45.5098192,9.1310514
45.5073509,9.1277583
45.513481,9.14655
45.5073509,9.1277583
45.5111972,9.1347663
45.5073509,9.1277583
45.5136143,9.1365486
45.5073509,9.1277583
45.5073509,9.1277583
45.5226389,9.14044
45.5109735,9.1508328
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5124411,9.1318767
45.51801400000001,9.1354301
45.5060812,9.149544
45.5222916,9.1387333
45.5073509,9.1277583
45.5138699,9.1396175
45.5073509,9.1277583
45.5136143,9.1365486
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5156031,9.161764
45.5244218,9.1664283
45.5192139,9.144492
45.5107896,9.1317263
45.518169,9.1430276
45.5038277,9.1019775
45.5073509,9.1277583
45.50259759999999,9.1517873
45.5073509,9.1277583
45.466427,9.123675
45.4923886,9.1050748
45.5073509,9.1277583
45.4723055,9.1220312
45.5073509,9.1277583
45.5073509,9.1277583
45.4697136,9.1189939
45.4660641,9.102184
45.5073509,9.1277583
45.4775697,9.112791
45.5073509,9.1277583
45.5353974,9.1147066
45.478284,9.1142466
45.4815584,9.0264139
45.47551540000001,9.1378307
45.4819076,9.1251319
45.5073509,9.1277583
45.4716916,9.1331236
45.47551540000001,9.1378307
45.5073509,9.1277583
45.49662499999999,9.1634219
45.4789481,9.2086299
45.5007732,9.1781484
45.5073509,9.1277583
45.5073509,9.1277583
45.498034,9.1799239
45.501382,9.176053
